"Meter ID","date","total daily KW"
1000,"2009-07-14",11.203000000000001
1000,"2009-07-15",8.402999999999999
1000,"2009-07-16",7.224999999999999
1000,"2009-07-17",11.338
1000,"2009-07-18",11.305999999999994
1000,"2009-07-19",2.874000000000001
1000,"2009-07-20",11.6
1000,"2009-07-21",4.6099999999999985
1000,"2009-07-22",12.435999999999996
1000,"2009-07-23",4.943
1000,"2009-07-24",3.6750000000000003
1000,"2009-07-25",11.193000000000003
1000,"2009-07-26",17.749000000000002
1000,"2009-07-27",11.075999999999997
1000,"2009-07-28",10.524999999999997
1000,"2009-07-29",9.924999999999997
1000,"2009-07-30",9.935
1000,"2009-07-31",17.529000000000003
1000,"2009-08-01",9.044999999999998
1000,"2009-08-02",2.4060000000000006
1000,"2009-08-03",5.740000000000001
1000,"2009-08-04",12.187
1000,"2009-08-05",7.627000000000001
1000,"2009-08-06",10.797999999999996
1000,"2009-08-07",10.823000000000002
1000,"2009-08-08",9.021999999999998
1000,"2009-08-09",10.226
1000,"2009-08-10",4.945
1000,"2009-08-11",13.178000000000003
1000,"2009-08-12",5.3709999999999996
1000,"2009-08-13",8.751000000000001
1000,"2009-08-14",15.567999999999998
1000,"2009-08-15",3.9719999999999995
1000,"2009-08-16",4.966
1000,"2009-08-17",15.520000000000003
1000,"2009-08-18",9.0
1000,"2009-08-19",5.773000000000001
1000,"2009-08-20",12.49
1000,"2009-08-21",7.595000000000003
1000,"2009-08-22",23.034
1000,"2009-08-23",4.954
1000,"2009-08-24",11.975
1000,"2009-08-25",15.126999999999997
1000,"2009-08-26",8.077
1000,"2009-08-27",9.757000000000001
1000,"2009-08-28",11.440999999999997
1000,"2009-08-29",15.150999999999998
1000,"2009-08-30",6.574
1000,"2009-08-31",4.981999999999999
1000,"2009-09-01",8.331999999999999
1000,"2009-09-02",2.7070000000000003
1000,"2009-09-03",2.2930000000000006
1000,"2009-09-04",2.136
1000,"2009-09-05",2.2100000000000004
1000,"2009-09-06",2.2920000000000007
1000,"2009-09-07",2.2840000000000003
1000,"2009-09-08",2.294
1000,"2009-09-09",2.3650000000000007
1000,"2009-09-10",14.115999999999998
1000,"2009-09-11",6.667999999999999
1000,"2009-09-12",8.931000000000003
1000,"2009-09-13",16.768999999999995
1000,"2009-09-14",10.945999999999998
1000,"2009-09-15",12.23
1000,"2009-09-16",3.4719999999999995
1000,"2009-09-17",14.029000000000003
1000,"2009-09-18",7.614999999999998
1000,"2009-09-19",13.635999999999996
1000,"2009-09-20",3.4749999999999996
1000,"2009-09-21",23.565999999999995
1000,"2009-09-22",16.958000000000002
1000,"2009-09-23",4.441
1000,"2009-09-24",2.255000000000001
1000,"2009-09-25",7.83
1000,"2009-09-26",17.578000000000003
1000,"2009-09-27",19.839000000000002
1000,"2009-09-28",14.556000000000003
1000,"2009-09-29",15.703999999999997
1000,"2009-09-30",13.878000000000002
1000,"2009-10-01",8.588999999999999
1000,"2009-10-02",20.345
1000,"2009-10-03",7.533000000000001
1000,"2009-10-04",13.517000000000005
1000,"2009-10-05",12.293
1000,"2009-10-06",8.015999999999998
1000,"2009-10-07",7.287999999999999
1000,"2009-10-08",10.369
1000,"2009-10-09",9.632
1000,"2009-10-10",20.212999999999997
1000,"2009-10-11",8.654
1000,"2009-10-12",12.972000000000001
1000,"2009-10-13",6.7749999999999995
1000,"2009-10-14",10.648999999999997
1000,"2009-10-15",10.129
1000,"2009-10-16",9.738999999999999
1000,"2009-10-17",15.48
1000,"2009-10-18",11.216000000000001
1000,"2009-10-19",10.898999999999996
1000,"2009-10-20",11.641000000000002
1000,"2009-10-21",9.257999999999997
1000,"2009-10-22",7.7780000000000005
1000,"2009-10-23",6.995000000000001
1000,"2009-10-24",9.555000000000001
1000,"2009-10-25",18.743000000000002
1000,"2009-10-26",9.878
1000,"2009-10-27",13.430000000000001
1000,"2009-10-28",10.935999999999998
1000,"2009-10-29",12.574000000000002
1000,"2009-10-30",8.207
1000,"2009-10-31",18.130000000000003
1000,"2009-11-01",13.297000000000002
1000,"2009-11-02",10.822000000000001
1000,"2009-11-03",9.540000000000001
1000,"2009-11-04",8.562999999999999
1000,"2009-11-05",15.07
1000,"2009-11-06",13.295999999999998
1000,"2009-11-07",16.150000000000002
1000,"2009-11-08",16.803999999999995
1000,"2009-11-09",8.84
1000,"2009-11-10",10.631
1000,"2009-11-11",10.199
1000,"2009-11-12",10.020000000000001
1000,"2009-11-13",4.558000000000001
1000,"2009-11-14",2.011
1000,"2009-11-15",6.218000000000002
1000,"2009-11-16",15.981999999999996
1000,"2009-11-17",8.362
1000,"2009-11-18",8.247
1000,"2009-11-19",12.128
1000,"2009-11-20",4.254
1000,"2009-11-21",16.433
1000,"2009-11-22",6.707999999999999
1000,"2009-11-23",7.686999999999999
1000,"2009-11-24",11.433999999999994
1000,"2009-11-25",11.281999999999996
1000,"2009-11-26",4.821999999999999
1000,"2009-11-27",8.591000000000001
1000,"2009-11-28",13.200999999999997
1000,"2009-11-29",10.704999999999998
1000,"2009-11-30",9.261999999999999
1000,"2009-12-01",12.029
1000,"2009-12-02",21.079999999999995
1000,"2009-12-03",16.868999999999996
1000,"2009-12-04",17.274000000000004
1000,"2009-12-05",13.109000000000002
1000,"2009-12-06",16.511
1000,"2009-12-07",17.447999999999997
1000,"2009-12-08",23.644
1000,"2009-12-09",16.955
1000,"2009-12-10",14.338000000000005
1000,"2009-12-11",14.435000000000004
1000,"2009-12-12",19.471
1000,"2009-12-13",16.543000000000003
1000,"2009-12-14",4.360999999999997
1000,"2009-12-15",12.303999999999998
1000,"2009-12-16",8.924000000000001
1000,"2009-12-17",8.819999999999997
1000,"2009-12-18",13.314000000000002
1000,"2009-12-19",9.23
1000,"2009-12-20",17.424000000000003
1000,"2009-12-21",11.915999999999999
1000,"2009-12-22",15.144
1000,"2009-12-23",16.688999999999997
1000,"2009-12-24",16.743000000000002
1000,"2009-12-25",34.964
1000,"2009-12-26",10.380999999999998
1000,"2009-12-27",18.591000000000005
1000,"2009-12-28",18.071999999999996
1000,"2009-12-29",14.543999999999999
1000,"2009-12-30",17.923
1000,"2009-12-31",19.386
1000,"2010-01-01",17.159
1000,"2010-01-02",21.802000000000007
1000,"2010-01-03",23.623
1000,"2010-01-04",15.710999999999995
1000,"2010-01-05",14.619000000000003
1000,"2010-01-06",14.811999999999998
1000,"2010-01-07",19.139
1000,"2010-01-08",17.71
1000,"2010-01-09",25.764999999999997
1000,"2010-01-10",21.330000000000002
1000,"2010-01-11",19.270000000000003
1000,"2010-01-12",15.563
1000,"2010-01-13",18.085000000000004
1000,"2010-01-14",14.749
1000,"2010-01-15",17.329
1000,"2010-01-16",21.409999999999997
1000,"2010-01-17",9.611999999999998
1000,"2010-01-18",16.529000000000003
1000,"2010-01-19",12.839000000000004
1000,"2010-01-20",15.769
1000,"2010-01-21",13.388000000000002
1000,"2010-01-22",20.027000000000008
1000,"2010-01-23",26.476000000000003
1000,"2010-01-24",6.477
1000,"2010-01-25",4.930999999999998
1000,"2010-01-26",9.018999999999998
1000,"2010-01-27",7.063999999999999
1000,"2010-01-28",7.532
1000,"2010-01-29",14.699000000000002
1000,"2010-01-30",15.926
1000,"2010-01-31",7.972999999999997
1000,"2010-02-01",16.266
1000,"2010-02-02",16.834999999999997
1000,"2010-02-03",5.890999999999998
1000,"2010-02-04",8.672999999999998
1000,"2010-02-05",13.065000000000001
1000,"2010-02-06",3.54
1000,"2010-02-07",3.5980000000000003
1000,"2010-02-08",10.432
1000,"2010-02-09",15.732000000000003
1000,"2010-02-10",22.599
1000,"2010-02-11",9.115999999999998
1000,"2010-02-12",9.598
1000,"2010-02-13",14.878000000000002
1000,"2010-02-14",6.104
1000,"2010-02-15",10.203999999999999
1000,"2010-02-16",16.939999999999998
1000,"2010-02-17",14.229999999999999
1000,"2010-02-18",8.036999999999999
1000,"2010-02-19",10.285000000000002
1000,"2010-02-20",10.298000000000005
1000,"2010-02-21",8.809000000000001
1000,"2010-02-22",8.635
1000,"2010-02-23",14.04
1000,"2010-02-24",11.714999999999998
1000,"2010-02-25",7.634999999999997
1000,"2010-02-26",9.931999999999999
1000,"2010-02-27",17.469
1000,"2010-02-28",8.597999999999999
1000,"2010-03-01",8.928999999999997
1000,"2010-03-02",7.804999999999997
1000,"2010-03-03",11.850000000000001
1000,"2010-03-04",9.576
1000,"2010-03-05",4.995999999999999
1000,"2010-03-06",2.7829999999999986
1000,"2010-03-07",4.726999999999999
1000,"2010-03-08",9.183
1000,"2010-03-09",8.795
1000,"2010-03-10",7.239000000000002
1000,"2010-03-11",3.23
1000,"2010-03-12",4.492999999999999
1000,"2010-03-13",6.366999999999998
1000,"2010-03-14",10.696000000000002
1000,"2010-03-15",8.711
1000,"2010-03-16",14.456000000000005
1000,"2010-03-17",19.541
1000,"2010-03-18",7.709999999999999
1000,"2010-03-19",15.275999999999998
1000,"2010-03-20",8.457999999999998
1000,"2010-03-21",21.241
1000,"2010-03-22",14.821999999999997
1000,"2010-03-23",9.613999999999999
1000,"2010-03-24",6.243999999999999
1000,"2010-03-25",10.011999999999997
1000,"2010-03-26",6.889000000000001
1000,"2010-03-27",8.841999999999999
1000,"2010-03-28",16.170999999999992
1000,"2010-03-29",9.096999999999998
1000,"2010-03-30",13.127999999999997
1000,"2010-03-31",6.246999999999999
1000,"2010-04-01",9.518
1000,"2010-04-02",3.492999999999999
1000,"2010-04-03",14.995
1000,"2010-04-04",14.413999999999998
1000,"2010-04-05",7.796999999999999
1000,"2010-04-06",4.6469999999999985
1000,"2010-04-07",12.454
1000,"2010-04-08",9.329
1000,"2010-04-09",3.497999999999999
1000,"2010-04-10",3.0200000000000005
1000,"2010-04-11",8.133000000000003
1000,"2010-04-12",19.827999999999996
1000,"2010-04-13",7.170000000000001
1000,"2010-04-14",5.215
1000,"2010-04-15",6.852000000000004
1000,"2010-04-16",11.106
1000,"2010-04-17",7.26
1000,"2010-04-18",9.713999999999999
1000,"2010-04-19",6.529999999999998
1000,"2010-04-20",6.442999999999999
1000,"2010-04-21",7.7
1000,"2010-04-22",4.224999999999999
1000,"2010-04-23",8.887
1000,"2010-04-24",12.475
1000,"2010-04-25",8.863999999999999
1000,"2010-04-26",7.182
1000,"2010-04-27",9.074
1000,"2010-04-28",13.775
1000,"2010-04-29",4.482999999999999
1000,"2010-04-30",4.256
1000,"2010-05-01",7.967
1000,"2010-05-02",4.184
1000,"2010-05-03",3.520000000000002
1000,"2010-05-04",8.815000000000001
1000,"2010-05-05",3.2449999999999997
1000,"2010-05-06",6.376
1000,"2010-05-07",6.403999999999999
1000,"2010-05-08",5.720999999999997
1000,"2010-05-09",12.278000000000002
1000,"2010-05-10",5.955000000000001
1000,"2010-05-11",7.632000000000001
1000,"2010-05-12",16.936000000000003
1000,"2010-05-13",4.352999999999998
1000,"2010-05-14",6.114999999999999
1000,"2010-05-15",6.762999999999999
1000,"2010-05-16",11.094000000000001
1000,"2010-05-17",4.603999999999998
1000,"2010-05-18",9.575000000000003
1000,"2010-05-19",6.933999999999999
1000,"2010-05-20",8.191999999999995
1000,"2010-05-21",8.456999999999999
1000,"2010-05-22",3.9160000000000004
1000,"2010-05-23",12.090000000000002
1000,"2010-05-24",10.596
1000,"2010-05-25",7.835999999999997
1000,"2010-05-26",12.976999999999999
1000,"2010-05-27",7.127000000000001
1000,"2010-05-28",6.405999999999999
1000,"2010-05-29",6.258000000000001
1000,"2010-05-30",8.265
1000,"2010-05-31",6.450999999999999
1000,"2010-06-01",8.411999999999999
1000,"2010-06-02",7.311000000000001
1000,"2010-06-03",7.690000000000001
1000,"2010-06-04",8.456999999999999
1000,"2010-06-05",6.713000000000001
1000,"2010-06-06",8.205
1000,"2010-06-07",5.102
1000,"2010-06-08",6.137999999999999
1000,"2010-06-09",17.36
1000,"2010-06-10",5.092
1000,"2010-06-11",7.080999999999999
1000,"2010-06-12",5.097999999999999
1000,"2010-06-13",11.638
1000,"2010-06-14",6.277000000000001
1000,"2010-06-15",14.057000000000002
1000,"2010-06-16",6.892999999999998
1000,"2010-06-17",5.569999999999999
1000,"2010-06-18",5.637999999999997
1000,"2010-06-19",3.631
1000,"2010-06-20",8.290000000000003
1000,"2010-06-21",5.106
1000,"2010-06-22",7.216000000000001
1000,"2010-06-23",7.245000000000003
1000,"2010-06-24",7.6819999999999995
1000,"2010-06-25",7.906000000000001
1000,"2010-06-26",9.533000000000003
1000,"2010-06-27",5.2299999999999995
1000,"2010-06-28",7.437999999999999
1000,"2010-06-29",6.122000000000002
1000,"2010-06-30",10.2
1000,"2010-07-01",8.312000000000005
1000,"2010-07-02",4.979999999999998
1000,"2010-07-03",14.629000000000001
1000,"2010-07-04",6.4510000000000005
1000,"2010-07-05",6.183999999999999
1000,"2010-07-06",6.107999999999998
1000,"2010-07-07",5.985999999999999
1000,"2010-07-08",5.470999999999999
1000,"2010-07-09",5.99
1000,"2010-07-10",21.361000000000004
1000,"2010-07-11",6.459000000000001
1000,"2010-07-12",7.366
1000,"2010-07-13",6.115000000000002
1000,"2010-07-14",10.821
1000,"2010-07-15",5.914999999999999
1000,"2010-07-16",10.209000000000001
1000,"2010-07-17",7.693999999999998
1000,"2010-07-18",2.5229999999999992
1000,"2010-07-19",2.5290000000000004
1000,"2010-07-20",7.054
1000,"2010-07-21",9.049999999999999
1000,"2010-07-22",4.943999999999999
1000,"2010-07-23",7.07
1000,"2010-07-24",15.438000000000002
1000,"2010-07-25",8.330999999999998
1000,"2010-07-26",8.052000000000001
1000,"2010-07-27",4.389000000000001
1000,"2010-07-28",8.405999999999999
1000,"2010-07-29",3.960000000000001
1000,"2010-07-30",5.646999999999998
1000,"2010-07-31",8.169
1000,"2010-08-01",9.244999999999996
1000,"2010-08-02",7.507
1000,"2010-08-03",8.268
1000,"2010-08-04",9.397000000000002
1000,"2010-08-05",6.449999999999999
1000,"2010-08-06",4.187000000000001
1000,"2010-08-07",6.551000000000002
1000,"2010-08-08",12.789000000000001
1000,"2010-08-09",7.791999999999999
1000,"2010-08-10",4.915000000000001
1000,"2010-08-11",12.767
1000,"2010-08-12",4.287000000000002
1000,"2010-08-13",8.954000000000002
1000,"2010-08-14",4.904999999999999
1000,"2010-08-15",7.709999999999998
1000,"2010-08-16",7.083999999999998
1000,"2010-08-17",6.046999999999999
1000,"2010-08-18",7.281999999999999
1000,"2010-08-19",8.366
1000,"2010-08-20",14.452999999999996
1000,"2010-08-21",10.943000000000001
1000,"2010-08-22",11.142
1000,"2010-08-23",4.959999999999998
1000,"2010-08-24",10.006999999999994
1000,"2010-08-25",5.156999999999999
1000,"2010-08-26",8.923
1000,"2010-08-27",5.693999999999997
1000,"2010-08-28",8.69
1000,"2010-08-29",8.069999999999997
1000,"2010-08-30",8.4
1000,"2010-08-31",6.971999999999999
1000,"2010-09-01",8.859000000000002
1000,"2010-09-02",5.932999999999998
1000,"2010-09-03",7.1160000000000005
1000,"2010-09-04",12.045
1000,"2010-09-05",11.585
1000,"2010-09-06",7.254000000000001
1000,"2010-09-07",7.392000000000002
1000,"2010-09-08",10.891
1000,"2010-09-09",9.527000000000001
1000,"2010-09-10",6.9529999999999985
1000,"2010-09-11",5.938999999999994
1000,"2010-09-12",2.3680000000000008
1000,"2010-09-13",2.2920000000000003
1000,"2010-09-14",2.2670000000000003
1000,"2010-09-15",2.2569999999999997
1000,"2010-09-16",2.0680000000000005
1000,"2010-09-17",2.0810000000000004
1000,"2010-09-18",2.0
1000,"2010-09-19",2.2880000000000007
1000,"2010-09-20",5.856999999999999
1000,"2010-09-21",11.971
1000,"2010-09-22",9.964
1000,"2010-09-23",17.477
1000,"2010-09-24",9.873000000000001
1000,"2010-09-25",18.229000000000003
1000,"2010-09-26",19.212
1000,"2010-09-27",15.733
1000,"2010-09-28",15.819999999999999
1000,"2010-09-29",10.565999999999999
1000,"2010-09-30",10.112
1000,"2010-10-01",9.525000000000002
1000,"2010-10-02",9.828999999999999
1000,"2010-10-03",16.671999999999997
1000,"2010-10-04",11.975999999999999
1000,"2010-10-05",9.120999999999999
1000,"2010-10-06",14.533999999999997
1000,"2010-10-07",5.966
1000,"2010-10-08",13.581999999999999
1000,"2010-10-09",11.781999999999995
1000,"2010-10-10",4.575999999999998
1000,"2010-10-11",8.293999999999999
1000,"2010-10-12",9.945
1000,"2010-10-13",5.938999999999998
1000,"2010-10-14",10.606000000000002
1000,"2010-10-15",10.76
1000,"2010-10-16",8.389000000000001
1000,"2010-10-17",8.755
1000,"2010-10-18",12.405000000000003
1000,"2010-10-19",9.528999999999998
1000,"2010-10-20",19.284
1000,"2010-10-21",10.452
1000,"2010-10-22",7.781999999999998
1000,"2010-10-23",4.772
1000,"2010-10-24",7.534000000000002
1000,"2010-10-25",5.108999999999999
1000,"2010-10-26",11.420000000000003
1000,"2010-10-27",15.693999999999997
1000,"2010-10-28",10.719999999999999
1000,"2010-10-29",5.859
1000,"2010-10-30",7.485000000000001
1000,"2010-10-31",6.516999999999999
1000,"2010-11-01",18.11200000000001
1000,"2010-11-02",9.36
1000,"2010-11-03",11.315000000000001
1000,"2010-11-04",12.716000000000001
1000,"2010-11-05",10.681
1000,"2010-11-06",18.271
1000,"2010-11-07",13.514
1000,"2010-11-08",11.325000000000001
1000,"2010-11-09",11.427000000000003
1000,"2010-11-10",11.43
1000,"2010-11-11",11.042999999999997
1000,"2010-11-12",7.232
1000,"2010-11-13",17.028
1000,"2010-11-14",7.447999999999999
1000,"2010-11-15",11.154999999999998
1000,"2010-11-16",13.1
1000,"2010-11-17",10.801999999999998
1000,"2010-11-18",10.178999999999998
